Location,Latitude,Longitude,Vegetation_Type,Biodiversity_Index,Protected_Area,Elevation_m,Slope_Degree,Soil_Type,Air_Quality_Index,Average_Temperature_C,Flood_Risk,Tourist_Attractions,Accessibility_Score,Tourist_Capacity_Limit,Climate_Risk_Score
Site 3990,44.827538218297576,-88.86138713280815,Wetland,0.6511246974565987,False,65,41,Sandy,102,27.783143850535723,Moderate,8,3,770,0.3736448802088256
Site 3991,13.34099658720075,-112.34726127265114,Mountain,0.5154340662712305,False,2292,15,Sandy,113,9.186249999503868,Low,2,1,260,0.5008633439334917
Site 3992,18.445037702321496,-115.73978247056334,Grassland,0.5828315837382063,True,2104,35,Rocky,81,-5.136328424035206,Low,3,9,693,0.3349768841004216
Site 3993,40.09873350345977,-106.17306136257156,Mountain,0.6975624423872837,False,1067,35,Sandy,8,17.227719222063556,High,9,7,480,0.9242855633298022
Site 3994,12.051753959248623,-96.6402439493987,Mountain,0.6581669545942761,True,2571,39,Loam,133,-4.84523544949913,Moderate,1,9,984,0.1106224062566007
Site 3995,29.70141522857157,-109.2754142972737,Wetland,0.5485270654916888,False,1913,29,Sandy,128,2.9070000485731704,Low,8,1,645,0.628319880712331
Site 3996,27.6842813871888,-93.95493532252621,Grassland,0.7163300538453584,False,423,37,Rocky,92,-0.8797729056874957,Low,2,8,98,0.7944473161326274
Site 3997,23.376047159549948,-118.42407021407699,Grassland,0.6690578858297813,True,3819,22,Loam,98,11.557375755624896,Moderate,8,2,490,0.75889809682892
Site 3998,25.782892612756953,-61.56010310221501,Grassland,0.5613096102287192,False,3607,10,Rocky,98,3.9001553291299285,Moderate,2,3,295,0.6793596632161273
Site 3999,31.19762347720932,-122.44528115245043,Forest,0.6480585653059545,True,394,24,Clay,29,-3.605870526529964,Moderate,7,1,600,0.46930194513769374
Site 4000,16.454694335535326,-64.76391022419395,Mountain,0.9432180276776952,True,2497,44,Clay,34,21.632574576708127,High,3,7,501,0.9266295094348035
Site 4001,32.87983513134371,-66.04953920181136,Grassland,0.6510244327446701,False,1280,42,Loam,62,8.739664817525089,Moderate,4,5,194,0.39605170417342117
Site 4002,42.21729317199945,-93.22476627263514,Mountain,0.8569777116210258,True,2040,1,Loam,149,8.177961583537176,Low,1,3,704,0.7751207136555386
Site 4003,40.40643719160636,-79.2562809714741,Wetland,0.8060235398288778,False,953,34,Sandy,27,25.454518136168055,Low,1,4,296,0.9339858746185858
Site 4004,16.155996187750947,-99.47661914191886,Wetland,0.7135905812041858,True,1819,46,Rocky,145,11.5529744177652,Moderate,8,6,410,0.21554526062757867
Site 4005,15.969978789658956,-85.89757957202933,Forest,0.6195128184018346,False,1859,23,Clay,31,18.39584383460093,High,8,6,717,0.9523729432171901
Site 4006,20.726974709796533,-106.1596843805217,Forest,0.6845073496729728,False,3432,12,Sandy,68,3.1226171054501695,High,2,2,65,0.7984294311222916
Site 4007,24.44298905364149,-108.91886861501882,Wetland,0.7960536067355214,True,762,41,Clay,109,12.451579618796465,Low,4,7,439,0.6549324967370783
Site 4008,26.338223256339305,-89.52391496813405,Grassland,0.6753766073746774,False,1629,36,Sandy,96,19.056587452242617,High,2,2,397,0.436058835062466
Site 4009,37.18788867333381,-95.13092280712138,Wetland,0.6074482167871159,False,1403,29,Sandy,131,1.8588801325893343,Moderate,8,9,977,0.9138388826617839
Site 4010,12.267217286633416,-89.43245415950133,Mountain,0.558231374445816,False,442,10,Clay,141,17.541365947846444,High,7,2,330,0.13963864259252198
Site 4011,11.386908169042655,-109.9337593099084,Forest,0.9398834689547826,True,3014,22,Sandy,14,12.75052655380529,High,7,5,600,0.4886461499009539
Site 4012,25.67642251775636,-104.31295177281034,Forest,0.7201564878759528,False,2939,45,Clay,19,7.367726526896803,Low,3,8,194,0.7809705078256837
Site 4013,37.88654768551922,-124.12714275597635,Wetland,0.812604160871465,False,2581,27,Loam,19,18.518782465864504,Low,5,8,95,0.8300263982114511
Site 4014,17.737413718259305,-126.3406539409456,Grassland,0.7452051805684026,True,1497,28,Rocky,98,2.6761747929787347,Low,1,4,512,0.28205064759772325
Site 4015,35.66017925025007,-112.25800092288887,Grassland,0.9362832591789817,False,156,14,Sandy,67,18.580109868008876,High,4,7,933,0.14284418681429295
Site 4016,20.393125517611978,-124.80271984686179,Mountain,0.7734674262241055,True,88,44,Clay,17,12.044562961786017,Low,4,8,870,0.8225660397282412
Site 4017,45.44344435254065,-122.73577039556815,Forest,0.7403907089745567,True,2249,2,Clay,32,-0.17584579503390785,Low,1,8,419,0.4797030409490638
Site 4018,45.82759777066466,-73.09501162242441,Wetland,0.9623004952108563,False,979,8,Rocky,124,16.73101867896127,High,7,5,356,0.22917135707431013
Site 4019,21.89148817125306,-127.27884120883175,Wetland,0.8598447980226773,True,461,7,Rocky,63,25.39057576149697,High,5,2,451,0.17701151329731787
Site 4020,19.19975015852962,-83.874004424568,Forest,0.5557749536734287,False,3552,46,Rocky,68,2.4005597282132385,High,1,2,543,0.6765756134620919
Site 4021,26.45215888264925,-110.92095758292197,Wetland,0.588852230598407,False,2756,32,Sandy,145,22.493275400935865,Moderate,5,5,581,0.6245360790420745
Site 4022,19.621263407205948,-68.99180235043116,Forest,0.8935614314697209,False,3628,33,Clay,44,3.445214256274255,Moderate,8,4,392,0.8685913390313474
Site 4023,36.895353731668145,-96.05054007957503,Grassland,0.9179256605899772,True,2501,8,Sandy,109,22.84484953702716,High,8,4,182,0.12841031104523573
Site 4024,43.04258738193142,-108.6096478470522,Grassland,0.7725954145451482,True,3541,16,Sandy,19,-7.9539584501284555,Low,2,3,561,0.8815845098507799
Site 4025,36.92368523644868,-93.76527450173958,Wetland,0.7772276139333196,False,379,40,Loam,34,-9.71138744497444,High,1,9,367,0.8985187984650895
Site 4026,42.97401788997398,-103.26293866683119,Grassland,0.8159664814257223,False,400,0,Rocky,133,-5.469517949249281,Moderate,2,8,920,0.5016697097162731
Site 4027,25.879686488298965,-90.49892547311188,Grassland,0.7195578871413197,True,1102,39,Loam,90,24.9577123109816,Low,6,4,317,0.1689998030368854
Site 4028,16.252678828354433,-121.98269921715563,Mountain,0.840099561741952,False,550,4,Loam,8,11.348874122386285,Moderate,5,7,642,0.9520688841420833
Site 4029,39.51803789590369,-60.21066480312142,Forest,0.5542406287832078,True,2983,29,Sandy,18,13.764051803411903,Moderate,4,8,719,0.1648269147953538
Site 4030,24.418980205662155,-100.21108856122977,Forest,0.9806396211836932,True,3867,10,Sandy,102,23.68821873443696,Moderate,8,6,273,0.6316077794015638
Site 4031,36.8508330091653,-105.62385522048419,Wetland,0.8750774118974609,False,3060,27,Clay,84,-7.974167794334619,Moderate,5,2,961,0.5438408524055389
Site 4032,20.825757679270627,-80.28531061786146,Forest,0.8155871020045035,False,1409,37,Loam,62,5.4842817034053795,Low,4,8,51,0.8515778106952525
Site 4033,13.249185392266906,-104.52704154532672,Mountain,0.6581610285047403,False,3025,16,Rocky,94,15.723614377962324,High,8,3,686,0.5523461674353637
Site 4034,49.70327181951053,-71.67079864798697,Wetland,0.5804777437283646,True,3738,49,Loam,134,6.187206574275127,Low,1,4,290,0.5222082535354421
Site 4035,16.24806031722397,-98.20104929477023,Wetland,0.7046714819144724,True,2708,22,Clay,36,-8.714791974101722,High,9,4,166,0.8925851317410027
Site 4036,49.536839758539244,-79.63091107141955,Forest,0.8307883702870292,True,3414,17,Loam,88,16.037746166759565,High,2,7,948,0.9676090744883524
Site 4037,49.09119730265789,-122.47827484906794,Grassland,0.8168548717115555,True,2950,36,Loam,91,5.656051782911952,Low,8,8,825,0.5943430975589263
Site 4038,41.752724156321584,-70.77165701114217,Grassland,0.6913205775327858,False,444,26,Loam,35,-9.231639934457592,High,9,9,598,0.5092515377575477
Site 4039,36.3769184832799,-78.49974092553231,Grassland,0.8066431969165648,True,2099,24,Clay,16,-3.1792646538656566,Low,8,1,486,0.8479856288929619
Site 4040,33.11228201004339,-115.1798255076624,Grassland,0.9068741477837738,False,3322,4,Loam,89,-1.2967126866411771,Low,9,1,360,0.8479841152508482
Site 4041,44.64406181511339,-119.82997931779494,Mountain,0.5131423861688036,True,1967,18,Sandy,91,10.424633534184924,High,4,7,265,0.38744354447679885
Site 4042,21.577580864779517,-107.85953558920629,Wetland,0.7253105239651378,True,1917,26,Loam,48,-2.545003958663936,High,2,4,610,0.6186012898798035
Site 4043,28.70724849939508,-61.675058977766696,Grassland,0.8792776142333956,False,3730,12,Sandy,80,4.453090897038985,Moderate,3,8,266,0.23870528322003964
Site 4044,34.775598774660075,-112.0217897803059,Mountain,0.7730722352316886,True,328,6,Loam,33,20.02663054192931,High,8,5,620,0.6719877904413901
Site 4045,26.447619034779642,-98.07109537373567,Wetland,0.825738043964535,False,1931,25,Sandy,136,22.308795572842392,High,5,1,621,0.8505901121885651
Site 4046,27.09945816361072,-127.89858419978646,Forest,0.758338196302671,True,3565,13,Loam,19,21.816519229423047,High,4,2,394,0.2687635763850024
Site 4047,23.211386700083377,-102.19407293036372,Forest,0.9959372723411555,False,3421,26,Rocky,146,17.803314016216877,Low,3,3,127,0.3907423416922766
Site 4048,32.56927266738144,-90.0075989196828,Mountain,0.5273107682445191,True,1990,7,Sandy,67,11.672492584192,Moderate,3,2,168,0.5040408553501896
Site 4049,44.02298112060464,-63.28127712444244,Wetland,0.7455224108861886,True,769,30,Rocky,76,12.025211771012046,Moderate,7,9,479,0.8605720577132328
Site 4050,18.061135120252516,-93.82847685419549,Grassland,0.5457082745572588,False,3856,34,Sandy,101,28.135502388027504,Low,8,7,917,0.7582330101166088
Site 4051,47.37732155013766,-72.66248716756186,Wetland,0.5798927810567852,False,1482,26,Loam,139,25.114749843208322,High,5,2,368,0.3851833494160197
Site 4052,37.56350614992918,-91.70106502017697,Grassland,0.691519175209131,False,2545,3,Clay,124,15.991364786753081,High,8,7,688,0.31873019830334837
Site 4053,42.93092850720121,-127.14504905951374,Mountain,0.5777700457502437,True,124,41,Loam,72,8.739797751426902,Low,9,1,256,0.7261342390415089
Site 4054,32.247627705200465,-107.94942073671582,Grassland,0.9818435829783255,True,203,3,Clay,78,19.162816630479863,Moderate,4,5,721,0.5318987185361191
Site 4055,41.18066805696254,-89.71153445182277,Mountain,0.9733948883625796,True,2815,17,Rocky,112,-7.491364099594504,Low,2,5,371,0.6341988020944623
Site 4056,10.648015893578687,-63.45842238482129,Wetland,0.6680548231103018,True,642,22,Clay,132,27.78432786646527,Low,5,9,646,0.6838277133484497
Site 4057,42.73521699118141,-69.86087481741367,Wetland,0.8198738560188398,True,1044,31,Clay,24,11.903179824187575,High,2,4,53,0.6028180601787257
Site 4058,11.605554363414662,-114.01510700748067,Grassland,0.766876660296893,True,589,11,Clay,100,10.111618168380765,Low,2,4,718,0.6517648268938417
Site 4059,45.5965350545145,-114.59231189865855,Wetland,0.9077934902578844,False,3918,19,Clay,30,1.6333930618696524,Low,6,6,226,0.8987528372611823
Site 4060,49.67850988954573,-115.91789230202694,Grassland,0.813722804908471,True,1586,46,Rocky,33,-9.864420209236497,Low,1,2,398,0.88137903472973
Site 4061,21.762698487071113,-65.42507725882479,Wetland,0.5001262272452811,True,2409,44,Clay,67,-7.550272302963359,High,2,6,840,0.2341308459334865
Site 4062,18.412742251431744,-70.31336928287956,Forest,0.8815871928048694,False,2408,11,Loam,121,0.5203383193348579,High,5,7,948,0.6278470431272416
Site 4063,40.61453455432163,-75.75815974229359,Grassland,0.873424060648059,False,3849,7,Sandy,45,11.6618503482117,Moderate,5,4,359,0.49537179700231937
Site 4064,20.121053636810128,-102.50854200430408,Mountain,0.7548613527832405,False,1139,21,Sandy,68,-6.656787325391265,Moderate,3,9,813,0.3569680675586664
Site 4065,44.62249532688814,-94.69335069908632,Forest,0.9514594866165269,False,54,26,Loam,26,28.882080357559914,Moderate,5,5,966,0.6680326684760185
Site 4066,14.113703686299068,-97.4967778643393,Mountain,0.9542231028452008,False,2339,40,Rocky,44,6.438431316757082,High,9,3,129,0.5597951806811103
Site 4067,15.038207855174331,-112.26213247084391,Wetland,0.7619558383521986,True,1074,40,Loam,17,2.6526989714950133,Moderate,2,9,93,0.7974136587968197
Site 4068,49.16606220402463,-94.64803676958631,Forest,0.8039941155982688,True,841,16,Loam,31,11.00785919543712,Low,6,1,965,0.18408789063252665
Site 4069,36.953555930800185,-127.86524165030718,Wetland,0.9982610359623362,False,2832,31,Clay,1,-7.400536318080864,Moderate,8,8,532,0.372412674434893
Site 4070,43.87548897715811,-120.77327385517786,Grassland,0.6494101174057088,False,2301,32,Clay,19,24.018026942945177,Low,3,1,502,0.12320403294498668
Site 4071,22.97317509406072,-67.93872826817375,Mountain,0.6623086211557387,True,491,30,Rocky,37,8.411085408453847,Moderate,2,8,779,0.7713637782719323
Site 4072,37.05934998082418,-77.38241630780037,Wetland,0.5913869513317482,False,984,5,Rocky,0,-2.86658354256085,High,1,5,248,0.9212115997075752
Site 4073,33.769673092343886,-100.3992113658639,Mountain,0.947933469578934,True,2620,38,Sandy,141,-3.5306228220035107,Low,1,7,741,0.6286387065837735
Site 4074,34.12600480491788,-93.7994746401286,Mountain,0.8722441949746331,True,2906,8,Rocky,136,4.438174149550086,Low,4,8,257,0.6552812436994354
Site 4075,37.301298381508865,-104.10007798280158,Wetland,0.552821424435121,False,992,41,Loam,135,12.934512532393633,High,6,1,962,0.14178260949723154
Site 4076,33.01436692516394,-78.14540929875292,Grassland,0.9908836755989828,True,1994,31,Sandy,15,6.676234317563004,Low,7,1,243,0.55340316841259
Site 4077,27.162494772106637,-75.10689745375443,Mountain,0.8654808540805581,True,1932,35,Sandy,113,13.871893536423197,Moderate,8,7,61,0.5741850093563826
Site 4078,21.036907775221874,-76.57003668577886,Wetland,0.9252610548024873,True,960,15,Clay,7,18.219109796029905,High,8,1,766,0.13507703718348008
Site 4079,40.743253236528076,-79.41717926158853,Grassland,0.5240753945866005,True,1886,11,Clay,22,19.93955049361144,Low,1,4,438,0.8041484257746243
Site 4080,19.050897200127448,-115.6846962915043,Wetland,0.7524804594710839,False,2272,40,Sandy,72,6.038222383770531,High,8,6,897,0.350488123685476
Site 4081,37.694172246176564,-106.34210145316649,Grassland,0.8492991433635196,False,2045,2,Clay,33,18.68013246228388,Low,1,2,175,0.751102306130125
Site 4082,19.333312905973067,-97.11081955114275,Mountain,0.7714732922859207,False,3540,26,Clay,17,-4.339825871650258,Low,3,5,397,0.462632812182842
Site 4083,35.01320679817816,-106.8444906000641,Forest,0.8333237328496388,False,3919,26,Clay,108,10.523848011338806,High,5,6,121,0.9960815237032968
Site 4084,39.883130685161156,-77.15418598891696,Wetland,0.9089370317952363,False,102,8,Sandy,43,-7.099411325601266,Low,8,5,489,0.29098463158642096
Site 4085,18.748555556261568,-106.94525330250318,Mountain,0.6871685314800982,True,969,16,Sandy,142,-0.23577478814944186,Moderate,8,8,781,0.15241203216154048
Site 4086,12.397732034452332,-120.3237539250264,Wetland,0.9243343378093549,True,1071,45,Sandy,14,13.3274675799939,Moderate,6,4,351,0.9819149438804398
Site 4087,15.238949719766964,-102.06716835661871,Wetland,0.5814580523826454,True,736,4,Loam,92,19.616827421676813,Low,4,8,633,0.31945781626800845
Site 4088,34.23987869084102,-61.40598970523338,Grassland,0.6354430275131874,True,1365,25,Sandy,126,-6.18762546444191,Low,4,3,398,0.6717980684042466
Site 4089,43.97785624902942,-114.18830109464969,Wetland,0.5216728099636629,False,2280,20,Clay,120,-1.7172061303769262,Moderate,8,7,170,0.43711139783370534
Site 4090,11.799872849416975,-87.14889387397398,Grassland,0.6822134056676256,False,3653,0,Sandy,22,29.6759285811626,Low,3,5,835,0.6756650711511941
Site 4091,39.36605036166585,-99.69188651122056,Mountain,0.6899547724120602,True,3630,0,Loam,70,3.5063057374913775,Low,8,5,349,0.6364527304793275
Site 4092,23.652745838002083,-125.02828026454713,Wetland,0.9026352986036255,False,227,34,Clay,108,1.3616306826391735,High,4,6,604,0.7365464931603366
Site 4093,29.1411347967809,-95.84863758013583,Mountain,0.826565335144828,True,3054,8,Rocky,31,-6.589716339507357,High,9,5,257,0.1165990203790227
Site 4094,47.154381993822625,-80.84849699461813,Forest,0.7183612790778333,True,2569,22,Sandy,113,17.79371061345685,Moderate,2,1,523,0.8525747954386009
Site 4095,23.278860189433818,-94.07460169205268,Mountain,0.8260569893118741,False,1720,37,Sandy,32,10.330135376857452,Moderate,1,9,263,0.5307992777982151
Site 4096,28.61347735757944,-68.95257553773934,Wetland,0.5263916752578456,False,1615,40,Rocky,12,-3.6979648860061864,High,4,4,384,0.5669675215042989
Site 4097,10.547296590427244,-109.77440883396922,Forest,0.5901357680091881,False,2060,3,Clay,115,15.31592934377629,High,9,5,126,0.46992267193611337
Site 4098,13.263948800193536,-123.96255800872245,Grassland,0.8134739276208776,True,3570,18,Sandy,136,11.030414294442814,Moderate,7,1,199,0.9904442340457424
Site 4099,20.34366364539136,-64.44040718393957,Forest,0.8206834096126512,False,444,36,Loam,66,12.597811922635579,Moderate,9,3,301,0.8214142366852333
Site 4100,11.114089632842976,-103.52625553302467,Wetland,0.8870673293537136,True,3897,4,Clay,31,29.79419222278996,Moderate,9,3,621,0.3802540375268276
Site 4101,35.25501304193004,-89.65161139824566,Wetland,0.701499879526801,False,2387,27,Sandy,72,-8.855490882328114,High,9,8,262,0.8047641473098789
Site 4102,27.055934272064903,-74.55978117088628,Mountain,0.861277048308078,True,1347,45,Clay,104,26.5988864378552,High,9,8,624,0.4932941745297379
Site 4103,31.92580810912088,-107.29804352870936,Grassland,0.8419901662800947,False,1619,41,Sandy,128,23.675630463292173,Low,7,9,547,0.8830120084260827
Site 4104,16.985887435853183,-79.86848232756722,Wetland,0.9816966891849246,True,597,47,Rocky,112,6.613712986406295,Moderate,8,7,841,0.127761845738082
Site 4105,21.837281177464646,-120.52068051275204,Wetland,0.6075651132123396,True,2204,22,Sandy,105,25.237854145534506,Low,2,6,754,0.4198658487872301
Site 4106,36.552978994109004,-109.60943769561463,Grassland,0.7758397818763197,False,2703,37,Clay,68,15.942449694913968,Moderate,9,8,78,0.48683724036554954
Site 4107,48.612108945215994,-119.87025547044361,Grassland,0.8008822210552347,True,3050,22,Sandy,68,25.574180668048413,High,2,3,946,0.7698246217544954
Site 4108,12.016670944088368,-73.21386091190496,Mountain,0.9993239424671103,False,3646,45,Sandy,60,13.789235290525834,Moderate,8,8,941,0.2640702399302106
Site 4109,45.615372834210646,-114.41455353412502,Forest,0.6005920710833259,False,3502,17,Clay,7,-1.3540304272328196,Moderate,2,3,562,0.35765298495446063
Site 4110,33.07524805244834,-79.78175112163528,Grassland,0.7616090099836461,False,3626,28,Sandy,6,13.048855362070931,High,8,2,122,0.7514922631476376
Site 4111,32.55678267022495,-63.96911219280432,Wetland,0.6730926538568194,True,3478,27,Sandy,144,-2.83751008279451,High,3,9,838,0.16915929328883877
Site 4112,30.011141408310415,-93.05594536517862,Grassland,0.7629464842895,False,1181,8,Clay,69,-4.366882892508279,Moderate,2,1,255,0.28101186529033995
Site 4113,12.775763436167335,-92.19795654175186,Wetland,0.616064301051553,True,3256,38,Rocky,53,16.16244927685695,Moderate,6,2,717,0.7780299061076573
Site 4114,13.595074069446426,-97.72765023315316,Mountain,0.523806189213744,False,797,49,Loam,35,27.899064661423395,Moderate,6,7,707,0.8879757858395969
Site 4115,34.036480226363445,-107.187689962445,Forest,0.7862827269488444,False,2538,9,Loam,65,13.5398391682978,Moderate,1,1,914,0.7559452457169292
Site 4116,23.63834285742233,-96.70414783525581,Mountain,0.667927157930416,True,834,1,Loam,2,21.83150531928906,Moderate,7,5,101,0.5744244566177678
Site 4117,46.69072266310722,-87.80347274132684,Grassland,0.5909707008742169,True,2999,12,Loam,12,-3.265425469351171,High,1,9,371,0.18915517107169844
Site 4118,26.26362149437889,-60.98058994805385,Wetland,0.6619677830390169,False,3607,37,Loam,28,16.168414647557682,Moderate,4,9,676,0.844503168682266
Site 4119,15.731258348105644,-64.3564808477243,Grassland,0.5246401007238725,True,2032,26,Loam,56,19.31909885985887,High,6,4,275,0.21163509745400372
Site 4120,38.58875334008144,-69.64929291948147,Grassland,0.9752211170450517,False,356,40,Clay,9,-8.335419179425552,Low,8,2,649,0.4465706078002789
Site 4121,21.734136857640394,-67.76086250065993,Grassland,0.7905739574866302,True,2764,19,Clay,62,-6.113427318253519,Low,8,9,111,0.1454494099107998
Site 4122,31.018812294235726,-97.250557169557,Grassland,0.9073843406735125,True,2409,39,Clay,72,21.26323522113397,Moderate,7,4,68,0.7387075853914743
Site 4123,37.9133114202068,-83.97889709757746,Forest,0.7115590987738651,False,3295,9,Sandy,107,7.5980008584869125,Low,5,3,819,0.5531454679538914
Site 4124,46.01056444808282,-67.34532939446501,Wetland,0.9516573337830929,True,3684,15,Rocky,100,6.223240115288448,High,6,3,759,0.916846960073893
Site 4125,41.68764779206704,-102.49344645060529,Grassland,0.7416591107761267,False,3275,14,Rocky,95,26.814783877567123,Low,8,7,360,0.2248682460351218
Site 4126,37.054442714908966,-62.67662651581719,Wetland,0.7869726611003347,False,7,12,Loam,96,29.678632974145096,Low,3,2,640,0.8372493553391313
Site 4127,37.18532729580574,-100.8949756551572,Forest,0.7458969900313284,True,2519,49,Loam,1,20.575381476225715,High,6,5,490,0.5596018821617756
Site 4128,47.83698576128346,-87.9242134224749,Wetland,0.8666391479338258,False,2219,37,Clay,109,21.703750972734078,Moderate,4,2,572,0.42948314502148643
Site 4129,21.83296389986144,-80.31367007093397,Wetland,0.7833280388010312,True,3791,19,Rocky,129,-1.6671600970558167,High,3,7,705,0.6792101972974277
Site 4130,10.044483767847495,-63.45855908468431,Forest,0.6357994617901989,True,2143,23,Sandy,122,-2.3109823064000423,High,3,7,805,0.8113756329952931
Site 4131,20.87818237592795,-112.87686081634138,Grassland,0.5727697656613231,False,2721,40,Sandy,115,29.227312611379745,Moderate,4,3,134,0.4962567460701198
Site 4132,18.71565518506976,-77.77083152329504,Wetland,0.8030621944414889,True,3874,49,Clay,36,17.803668770555664,High,6,3,588,0.30952511230397606
Site 4133,36.473383404559925,-93.54290896991424,Mountain,0.7445899807735181,False,2655,6,Loam,129,17.468391919175453,Moderate,1,8,839,0.9242102345484712
Site 4134,35.34846399062116,-111.20100015655512,Wetland,0.5479878483480565,False,1329,22,Rocky,60,1.447518842010652,High,2,7,52,0.38169796972959014
Site 4135,33.73845530818895,-75.63752121425266,Grassland,0.6978087328966343,True,3728,23,Sandy,39,25.459174023109973,Low,4,4,820,0.9984127995077574
Site 4136,10.649737728378149,-91.34444038783074,Mountain,0.7573882110002268,True,3329,28,Loam,24,-8.222384112228788,Moderate,9,2,292,0.7905924360608733
Site 4137,39.1511221780259,-83.7318325545227,Grassland,0.913446616912795,False,2521,4,Rocky,122,0.9836142585876537,Moderate,8,3,454,0.7190372574222927
Site 4138,22.94121649941966,-107.39692519954693,Wetland,0.5380505279166812,False,1973,42,Sandy,36,-2.7943470365693335,Low,8,3,92,0.11115975504869803
Site 4139,36.60223956026525,-96.31082337206765,Forest,0.6742476741230015,False,3371,44,Loam,26,18.443843146658022,Low,7,5,759,0.5036781933355821
Site 4140,32.26313714008613,-86.78520243083531,Grassland,0.9113280613551926,True,1488,34,Sandy,83,18.613999615642047,Moderate,6,7,650,0.5522149681186398
Site 4141,23.709237017116287,-101.65624300111092,Grassland,0.8242119658857894,True,613,0,Loam,43,11.389259514647165,Low,7,4,282,0.43873875656811223
Site 4142,15.38305068416431,-116.1139222106609,Forest,0.6449791609018933,False,688,35,Loam,71,-9.789617902752997,High,6,1,557,0.2349757904512667
Site 4143,13.776755906419238,-62.685165537928725,Wetland,0.9226675610113212,True,897,17,Loam,131,24.95021287608074,High,3,3,854,0.43070539982959744
Site 4144,43.26073332448894,-94.19727219701679,Grassland,0.7466467902813462,False,1351,5,Rocky,54,28.223485319780472,High,6,3,399,0.16747600707190796
Site 4145,46.73590168326232,-78.62557407986097,Wetland,0.7491759456552303,True,109,22,Clay,72,-1.907501796530342,Low,7,1,489,0.3618270277300377
Site 4146,35.99152187057199,-101.22669645107592,Wetland,0.9882936696001922,False,709,9,Loam,11,23.689309090170546,Low,6,8,600,0.1753113480607558
Site 4147,14.137364594419335,-105.14077651819986,Wetland,0.9735582516181892,False,3976,6,Loam,141,28.93145806939819,Low,2,4,965,0.7771811084402364
Site 4148,26.081088675529628,-101.49849910730126,Forest,0.679266341684922,False,3200,43,Sandy,5,3.0789649345991563,Moderate,6,5,882,0.70404156385699
Site 4149,39.15756800420629,-101.35623493500452,Wetland,0.5702895643315411,False,3012,7,Sandy,46,-2.597726856057574,High,2,3,212,0.9459398231461635
Site 4150,41.192835360402725,-91.90739188406326,Wetland,0.6628333661390471,False,2918,12,Rocky,114,29.101602082256917,Moderate,1,4,348,0.4419359397778797
Site 4151,14.728744891643544,-91.95710910130458,Mountain,0.515241630155694,False,1160,29,Clay,67,-7.610268326982217,Moderate,5,1,70,0.8075808621962861
Site 4152,10.001228753815298,-95.19923288819899,Mountain,0.5103839433551955,True,3981,17,Sandy,58,1.0384256773792888,Moderate,4,4,59,0.6288464824614346
Site 4153,38.4854818352242,-120.56499505577933,Mountain,0.6977610681257096,False,3610,13,Rocky,136,19.681170670358657,High,9,2,94,0.6814930852833552
Site 4154,24.263847039448226,-95.27471650496281,Grassland,0.9705099113486171,False,648,10,Rocky,118,14.694139265232597,High,9,6,654,0.5927151427879598
Site 4155,20.17925326473041,-118.16272697055439,Grassland,0.9356786706161039,False,3235,41,Rocky,47,17.38042852361041,High,9,2,52,0.8012441264146671
Site 4156,10.515898791581018,-121.17049495929643,Mountain,0.7557214169588116,False,2396,37,Loam,8,18.32366161941801,Low,3,9,92,0.13779228872309382
Site 4157,31.611976270459987,-64.71479978611826,Forest,0.7826131905854153,False,2003,12,Clay,45,17.4457689614793,High,3,2,229,0.17243934752305498
Site 4158,44.04602941703927,-87.6534990796607,Forest,0.5029667483730282,True,2510,41,Clay,142,3.6896494830833237,Low,3,4,346,0.1863313929785712
Site 4159,48.30526585090352,-83.8356959312791,Mountain,0.6077505779168828,False,3939,43,Clay,71,2.4600090643649075,Low,5,4,426,0.3598216606563719
Site 4160,32.62979802453157,-101.87444307666453,Grassland,0.5123870634671919,False,1666,32,Loam,127,7.138661782415422,Low,6,1,156,0.6320159105935502
Site 4161,30.578453109595767,-66.37133756595951,Grassland,0.8772697663476938,False,1527,49,Loam,109,22.307343039134537,High,6,7,986,0.6810557945810197
Site 4162,13.402255419569645,-85.34486572942342,Forest,0.5728228980132488,False,2932,12,Sandy,144,27.530841414000662,High,3,1,766,0.7413433031705543
Site 4163,31.95491206170399,-76.15810913334889,Wetland,0.9345235512384085,True,3222,24,Sandy,34,8.209844279805402,High,2,8,826,0.3526869014962819
Site 4164,25.199163158615786,-104.20062716806004,Forest,0.8216621568378941,True,1913,23,Sandy,131,-6.569354511348449,High,6,3,479,0.6851914695086045
Site 4165,34.285411235343076,-62.79916834266122,Wetland,0.6147093382578567,False,245,28,Rocky,47,27.531941293104374,Moderate,4,8,961,0.20592099348226084
Site 4166,25.54905391506187,-72.56770968891794,Grassland,0.5788601585416249,False,3181,35,Clay,141,-6.782871657434479,High,9,8,685,0.1089812890527917
Site 4167,19.61196493801467,-70.22360758898195,Grassland,0.8138123504615266,True,1608,5,Loam,45,-3.635615739869782,High,2,5,162,0.7252127087954497
Site 4168,13.79861100913506,-117.9464012801972,Mountain,0.9504184901411618,False,797,17,Sandy,47,24.70712051746679,High,4,3,426,0.7440509876325254
Site 4169,22.59673778355583,-111.03257544901463,Grassland,0.8591801094571908,True,3346,27,Rocky,6,12.059141620544459,High,2,9,96,0.6599284371316998
Site 4170,13.86579337151009,-110.0061380221496,Wetland,0.6742733258016889,False,2917,4,Loam,94,4.107447914524233,High,5,1,717,0.3329829541872974
